Company Name,Location,Phone,Website,Employees,Revenue,Industry,SIC Code,NAICS Code,Specialties,Page URL
Accumatch - Property Tax Intelligence,,,http://www.accumatch.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/accumatch---property-tax-intelligence-1
Accume Partners,,,http://www.accumepartners.com,,$100 - 250M,Financial Services,,,,https://www.adapt.io/company/accume-partners
Accumyn Consulting,,,http://www.accumyn.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/accumyn-consulting
Accunet Mortgage,,"[{'score': 'high', 'number': '+1 262-781-1100', 'type': 'company_line'}]",http://www.accunet.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/accunet-mortgage-nmls-id-255368
AccuPay,,,http://www.accupay.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/accupay
Accuplan Benefits Services,,,http://www.accuplan.net,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/accuplan-benefits-services
AccuQuote,,,http://www.accuquote.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/accuquote
Accur8 Bookkeeping & BAS,,"[{'score': 'high', 'number': '+61 2 4963 4342', 'type': 'company_line'}]",http://www.accur8.com.au,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/accur8-bookkeeping---bas
Accurate Accounting and Tax Services Inc.,,,http://www.katarataxcpa.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/accurate-accounting-and-tax-services-inc-
Accurate Accounting Associates,,,http://www.accurate-aa.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/accurate-accounting-associates-
Accurate Auto Insurance,,,http://www.accurateautoins.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/accurate-auto-insurance
Accurate Bookkeeping Services,,,http://www.accuratebookkeeping.biz,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/accurate-bookkeeping-services-1
Accurate Advisory Group,,,http://www.accurateadvisorygroup.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/accurate-financial-group
Accurate Group,,,http://www.accurategroup.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/accurate-group-1
Accurate Insurance,,,http://www.accurateins.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/accurate-insurance--inc-
Accurate Inventory,,,http://www.weareaccurate.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/accurate-inventory---salvage-corp-
"Accurate Methods Consulting, LLC",,"[{'score': 'high', 'number': '+1 713-705-3011', 'type': 'company_line'}]",http://www.accuratemethods.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/accurate-methods-consulting--llc
Accurate Mortgage,,,http://www.accuratemortgagenm.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/accurate-mortgage-1
Accurate Mortgage Group,,,http://www.accuratemtg.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/accurate-mortgage-group---nmls--4664
Accurate Pest Control,,,http://www.accuratepest.net,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/accurate-pest---weed-control
Accurate Tax Solutions,,,http://www.accuratetaxsolutions.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/accurate-tax-solutions
AccuRecord Direct,,"[{'score': 'high', 'number': '+1 631-243-6300', 'type': 'company_line'}]",http://www.accurecord-direct.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/accurecord-direct--inc-
AccuRisk Solutions,,,http://www.accurisksolutions.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/accurisk-solutions-llc-2
Accuro Health Insurance,,"[{'score': 'high', 'number': '+64 800 222 876', 'type': 'company_line'}]",http://www.accuro.co.nz,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/accuro-co-nz
AccuroFiduciary,,"[{'score': 'high', 'number': '+41 22 807 20 00', 'type': 'company_line'}]",http://www.accurofiduciary.com,,,Financial Services,,,,https://www.adapt.io/company/accurofiduciary-com
Accurso Law Firm,,,http://www.accursolaw.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/accurso-law-firm
"AccuSystems, LLC",,,http://www.accusystem.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/accusystems--llc-1
Accutax Accounting,,,http://www.accutaxaccounting.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/accutax-accounting
Accuvest Global Advisors,,,http://www.accuvest.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/accuvest-global-advisors
accys.in,,,http://www.accys.in,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/accys-in-1
DOCCLOUD,,,http://www.acdoccloud.com.br,,,Financial Services,,,,https://www.adapt.io/company/acdoccloud
ACE GLOBAL DEPOSITORY,,,http://www.ace-group.net,,$100 - 250M,Financial Services,,,,https://www.adapt.io/company/ace---audit-control-and-expertise-group-1
ACE & Company,,"[{'score': 'high', 'number': '+41 22 311 33 33', 'type': 'company_line'}]",http://www.aceandcompany.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/ace---company
ACE Aceleratech,,"[{'score': 'high', 'number': '+55 11 3251-1372', 'type': 'company_line'}]",http://www.acestartups.com.br,,$100 - 250M,Financial Services,,,,https://www.adapt.io/company/ace--4
ACE Agribusiness,,,http://www.chubbagribusiness.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/ace-agribusiness
Ace Assistance,,"[{'score': 'high', 'number': '+1 240-330-1000', 'type': 'company_line'}]",http://www.us.generaliglobalassistance.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/ace-assistance
Retirement Choices,,,http://www.retirementchoices.org,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/ace-benefits-group
ACE Capital Group,,"[{'score': 'high', 'number': '+1 949-596-4115', 'type': 'company_line'}]",http://www.acecapitalgroup.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/ace-capital-group-1
ACE CONSULTING SERVICES LLC,,"[{'score': 'high', 'number': '+1 703-251-0442', 'type': 'company_line'}]",http://www.ace-cs.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/ace-consulting-services-llc
Ace Credit Consulting,,"[{'score': 'high', 'number': '+1 888-666-0108', 'type': 'company_line'}]",http://www.acecreditconsulting.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/ace-credit-consulting
Ace Derivatives & Commodity Exchange,,"[{'score': 'high', 'number': '+91 22 6708 0391', 'type': 'company_line'}]",http://www.aceindia.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/ace-derivatives---commodity-exchange
Ace Financial Group,,,http://www.acefinancialgroup.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/ace-financial-group-inc-
Ace Insurance,,,http://www.chubb.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/ace-insurance-1
Ace Insurance Agency,,"[{'score': 'high', 'number': '+1 773-342-0300', 'type': 'company_line'}]",http://www.sedo.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/ace-insurance-agency-1
Ace Insurance Group,,,http://www.aceinsurancegroup.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/ace-insurance-group-1
Ace Marine,,"[{'score': 'high', 'number': '+1 707-588-9100', 'type': 'company_line'}]",http://www.ww1.acemarine.biz,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/ace-marine-1
Ace Motor Acceptance Corporation,,,http://www.acemotoracceptance.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/ace-motor-acceptance-corporation-1
ACE Ford,,"[{'number': '+1 856-845-6600', 'score': 'high', 'type': 'company_line'}]",http://www.aceford.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/ace-motor-sales-inc
ACE Westchester Specialty Group,,,http://www.westchester.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/ace-westchester-specialty-group
aceagribusiness,,,http://www.chubbagribusiness.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/aceagribusiness
Ace Business,,,http://www.aceb.com.au,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/aceb-3
ACE INDUSTRIES LTD,,"[{'score': 'high', 'number': '+91 93222 17611', 'type': 'company_line'}]",http://www.acecentrifuges.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/acecentrifuges-com
ACE Signs,,,http://www.acecompany.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/acecompany-com
Ace Funding Source,,,http://www.acefundingsource.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/acefundingsource
aceinsuranceindia.com,,,http://www.aceinsuranceindia.com,,$50 - 100M,Financial Services,,,,https://www.adapt.io/company/aceinsuranceindia-com-1
ACEMA Credit,,"[{'score': 'high', 'number': '+420 844 500 550', 'type': 'company_line'}]",http://www.acema.cz,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/acema-credit-czech--a-s-
Acena Consulting,,"[{'score': 'high', 'number': '+1 805-426-9669', 'type': 'company_line'}]",http://www.acenaconsulting.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/acena-consulting--llc
Acentria Insurance,,,http://www.acentria.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/acentria-insurance
aceprs.com,,,http://www.chubb.com,,$50 - 100M,Financial Services,,,,https://www.adapt.io/company/aceprs-com
Acerpro,,"[{'score': 'high', 'number': '+41 44 585 22 37', 'type': 'company_line'}]",http://www.acerpro.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/acerpro-com
Acerta,,,http://www.acerta.com.au,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/acerta-com-au
Acerta Seguros,,"[{'score': 'high', 'number': '+507 307-3001', 'type': 'company_line'}]",http://www.acertaseguros.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/acertaseguros-com
Aces Ac Supply Inc,,,http://www.acessupply.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/aces-ac-supply-inc
Acevedo Couttolenc Agentes de Seguros.,,"[{'score': 'high', 'number': '+52 222 240 8265', 'type': 'company_line'}]",http://www.acevedocouttolenc.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/acevedocouttolenc-com
ACFE Greater Boston Area Chapter #15,,"[{'score': 'high', 'number': '+1 617-439-0439', 'type': 'company_line'}]",http://www.ifb.org,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/acfe-greater-boston-area-chapter--15
ACFIN,,"[{'score': 'high', 'number': '+56 9 7887 2438', 'type': 'company_line'}]",http://www.acfin.cl,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/acfin-2
ACFN - the ATM Service Provider,,"[{'score': 'high', 'number': '+1 408-351-5199', 'type': 'company_line'}]",http://www.acfn.info,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/acfn---the-atm-service-provider-1
ACG (Atlanta Computer Group),,,http://www.acgworld.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/acg--atlanta-computer-group--1
ACG,,,http://www.acgworldwide.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/acg-actuarial-consulting-group
ACG Chicago,,"[{'score': 'high', 'number': '+1 312-854-1857', 'type': 'company_line'}]",http://www.acg.org,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/acg-chicago
"ACG Equipment Finance, LLC",,"[{'score': 'high', 'number': '+1 440-205-1838', 'type': 'company_line'}]",http://www.1acg.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/acg-equipment-finance--llc
Asian Consulting Group (formerly Abrea Consulting Group),,"[{'score': 'high', 'number': '+63 2 372 5727', 'type': 'company_line'}]",http://www.acg.ph,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/acg-ph
acg.ru,,"[{'score': 'high', 'number': '+7 495 988-21-91', 'type': 'company_line'}]",http://www.bellerage.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/acg-ru
ACG Wealth,,,http://www.acgwealth.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/acg-wealth
Acgile,,"[{'score': 'high', 'number': '+92 333 4433113', 'type': 'company_line'}]",http://www.acgile.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/acgile--netsuite-accounting-solution-provider-
"ACH Alert, LLC",,"[{'score': 'high', 'number': '+1 423-774-1778', 'type': 'company_line'}]",http://www.achalert.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/ach-alert--llc-1
ACH Direct,,"[{'number': '+1 469-675-9920', 'score': 'high', 'type': 'company_line'}]",https://www.forte.net/,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/ach-direct-1
ACH Processing,,"[{'score': 'high', 'number': '+1 972-473-6633', 'type': 'company_line'}]",http://www.achprocessing.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/ach-processing-company
Transacciones ACH,,"[{'score': 'high', 'number': '+57 1 7438300', 'type': 'company_line'}]",http://www.achcolombia.com.co,,$100 - 250M,Financial Services,,,,https://www.adapt.io/company/achcolombia
Achen Henderson CPAs,,,http://www.achenhenderson.ca,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/achen-henderson-cpas
Achieva Credit Union,,,http://www.achievacu.com,,$500M - 1B,Financial Services,,,,https://www.adapt.io/company/achieva-credit-union-1
Achieve.com,,,http://www.achieve.com,,$500M - 1B,Financial Services,,,,https://www.adapt.io/company/achieve-com
Achieve Financial Credit Union,,"[{'number': '+1 888-242-2600', 'score': 'high', 'type': 'company_line'}]",http://www.achievefinancialcu.com,,$50 - 100M,Financial Services,,,,https://www.adapt.io/company/achieve-financial-credit-union-inc-
Achieve Financial Group Pty Ltd,,,http://www.achievefinancial.com.au,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/achieve-financial-group-pty-ltd
AchieveCard,,"[{'score': 'high', 'number': '+1 800-486-0273', 'type': 'company_line'}]",http://www.achievecard.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/achievecard
Achieve,,"[{'score': 'medium', 'number': '+1 1800882059', 'type': 'company_line'}]",http://www.achievecorp.com.au,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/achievecorp-1
Achiievers Equities Ltd.,,"[{'score': 'high', 'number': '+91 33 6606 3000', 'type': 'company_line'}]",http://www.achiieversequitiesltd.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/achiievers-equities-ltd-
Achintya Commodities - India,,,http://www.achintya.co.in,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/achintya-commodities-pvt-ltd
Achmea,,,http://www.achmea.com.au,,$250 - 500M,Financial Services,,,,https://www.adapt.io/company/achmea-com-au
ACHQ.com,,,http://www.achq.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/achq-com-1
ACHS,,,http://www.achs.cl,,> $1B,Financial Services,,,,https://www.adapt.io/company/achs
ACHS Insurance,,"[{'score': 'high', 'number': '+1 706-868-1610', 'type': 'company_line'}]",http://www.achsinsurance.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/achs-insurance
"ACI Capital Co., LLC",,,http://www.acicapital.com,,$50 - 100M,Financial Services,,,,https://www.adapt.io/company/aci-capital-co---llc
America's Choice Insurance Partners,,,http://www.aciagents.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/aciagents-com
Acies Consulting,,,http://www.acies.consulting,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/acies-consulting
Acies Corporation,,"[{'score': 'high', 'number': '+1 508-306-1358', 'type': 'company_line'}]",http://www.aciesinc.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/acies-corporation
Acilon Consulting,,,http://www.acilon.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/acilon-consulting-1
Acima Credit,,"[{'score': 'high', 'number': '+1 801-297-1982', 'type': 'company_line'}]",http://www.acimacredit.com,,,Financial Services,,,,https://www.adapt.io/company/acima-credit
